Record Length,2.500000e+03,,   0.000000000000,   0.29200,
Sample Interval,2.000000e-02,,   0.020000000000,   0.28800,
Trigger Point,0.000000000000e+00,,   0.040000000000,   0.29600,
,,,   0.060000000000,   0.28400,
,,,   0.080000000000,   0.29200,
,,,   0.100000000000,   0.28400,
Source,CH1,,   0.120000000000,   0.29600,
Vertical Units,V,,   0.140000000000,   0.29200,
Vertical Scale,1.000000e-01,,   0.160000000000,   0.29600,
Vertical Offset,0.000000e+00,,   0.180000000000,  -0.26800,
Horizontal Units,s,,   0.200000000000,  -0.27600,
Horizontal Scale,5.000000e+00,,   0.220000000000,  -0.27200,
Pt Fmt,Y,,   0.240000000000,  -0.28000,
Yzero,0.000000e+00,,   0.260000000000,  -0.28000,
Probe Atten,1.000000e+00,,   0.280000000000,  -0.27600,
Model Number,TDS1012C-EDU,,   0.300000000000,  -0.27600,
Serial Number,C010951,,   0.320000000000,  -0.28000,
Firmware Version,FV:v25.04,,   0.340000000000,  -0.28400,
,,,0.360000000000,  -0.28000,
,,,0.380000000000,  -0.28800,
,,,0.400000000000,  -0.28400,
,,,0.420000000000,  -0.28800,
,,,0.440000000000,  -0.28800,
,,,0.460000000000,  -0.28000,
,,,0.480000000000,  -0.28000,
,,,0.500000000000,  -0.28400,
,,,0.520000000000,  -0.28000,
,,,0.540000000000,  -0.28400,
,,,0.560000000000,  -0.28400,
,,,0.580000000000,  -0.27600,
,,,0.600000000000,  -0.29200,
,,,0.620000000000,  -0.28400,
,,,0.640000000000,  -0.28400,
,,,0.660000000000,  -0.28000,
,,,0.680000000000,   0.27200,
,,,0.700000000000,   0.27600,
,,,0.720000000000,   0.28800,
,,,0.740000000000,   0.28000,
,,,0.760000000000,   0.29200,
,,,0.780000000000,   0.28400,
,,,0.800000000000,   0.28800,
,,,0.820000000000,   0.29200,
,,,0.840000000000,   0.28800,
,,,0.860000000000,   0.28000,
,,,0.880000000000,   0.28400,
,,,0.900000000000,   0.28400,
,,,0.920000000000,   0.28400,
,,,0.940000000000,   0.28400,
,,,0.960000000000,   0.28800,
,,,0.980000000000,   0.28800,
,,,1.000000000000,   0.28400,
,,,1.020000000000,   0.27600,
,,,1.040000000000,   0.28800,
,,,1.060000000000,   0.29200,
,,,1.080000000000,   0.28800,
,,,1.100000000000,   0.28400,
,,,1.120000000000,   0.28400,
,,,1.140000000000,   0.30000,
,,,1.160000000000,   0.28000,
,,,1.180000000000,  -0.27200,
,,,1.200000000000,  -0.27200,
,,,1.220000000000,  -0.28400,
,,,1.240000000000,  -0.29200,
,,,1.260000000000,  -0.27600,
,,,1.280000000000,  -0.27600,
,,,1.300000000000,  -0.28400,
,,,1.320000000000,  -0.28000,
,,,1.340000000000,  -0.29200,
,,,1.360000000000,  -0.28400,
,,,1.380000000000,  -0.27600,
,,,1.400000000000,  -0.28400,
,,,1.420000000000,  -0.27600,
,,,1.440000000000,  -0.28000,
,,,1.460000000000,  -0.28000,
