Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
0.78,0.78,0.8,0.76,0.76,3.76,3.68,3.76,3.76,3.76
0.8,0.76,0.76,0.76,0.76,3.76,3.68,3.68,3.76,3.76
0.76,0.78,0.8,0.78,0.78,3.68,3.76,3.76,3.76,3.76
0.8,0.76,0.78,0.76,0.76,3.68,3.68,3.76,3.76,3.68
0.76,0.8,0.8,0.8,0.76,3.68,3.68,3.76,3.76,3.76
0.78,0.78,0.78,0.8,0.76,3.68,3.76,3.68,3.76,3.76
0.82,0.78,0.76,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.76,0.76,3.76,3.76,3.68,3.76,3.76
0.8,0.82,0.78,0.78,0.78,3.76,3.68,3.76,3.84,3.76
0.78,0.76,0.78,0.78,0.78,3.68,3.76,3.68,3.68,3.76
0.8,0.78,0.8,0.78,0.76,3.68,3.68,3.76,3.68,3.68
0.78,0.76,0.78,0.74,0.76,3.68,3.76,3.76,3.76,3.76
0.8,0.78,0.78,0.78,0.76,3.76,3.68,3.76,3.68,3.76
0.78,0.78,0.78,0.78,0.78,3.76,3.76,3.76,3.68,3.76
0.78,0.8,0.78,0.76,0.78,3.76,3.76,3.68,3.76,3.76
0.74,0.8,0.76,0.72,0.74,3.84,3.84,3.76,3.84,3.84
0.78,0.66,0.76,0.74,0.76,3.76,3.76,3.76,3.76,3.76
0.76,0.76,0.76,0.76,0.74,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.76,0.78,0.78,3.68,3.68,3.76,3.76,3.76
0.78,0.76,0.78,0.76,0.78,3.68,3.76,3.76,3.68,3.76
0.78,0.74,0.76,0.76,0.72,3.68,3.76,3.76,3.68,3.76
0.78,0.76,0.76,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.78,0.78,3.76,3.76,3.68,3.76,3.76
0.8,0.76,0.78,0.78,0.76,3.76,3.76,3.76,3.68,3.76
0.78,0.78,0.76,0.78,0.76,3.76,3.68,3.76,3.76,3.76
0.78,0.76,0.8,0.76,0.76,3.76,3.76,3.68,3.76,3.76
0.8,0.74,0.78,0.76,0.78,3.68,3.68,3.68,3.76,3.68
0.78,0.78,0.78,0.76,0.78,3.76,3.76,3.76,3.76,3.76
0.8,0.78,0.78,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.74,0.78,0.78,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.76,0.76,0.76,3.68,3.68,3.68,3.76,3.76
0.8,0.76,0.76,0.78,0.78,3.76,3.68,3.92,3.76,3.76
0.82,0.8,0.78,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.82,0.76,0.82,0.8,0.76,3.76,3.76,3.76,3.68,3.76
0.78,0.78,0.8,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.74,0.78,0.8,0.78,0.78,3.68,3.76,3.76,3.68,3.76
0.8,0.78,0.78,0.8,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.78,0.78,3.68,3.68,3.76,3.76,3.76
0.8,0.78,0.76,0.78,0.78,3.76,3.76,3.76,3.84,3.76
0.74,0.78,0.76,0.78,0.74,3.68,3.76,3.76,3.76,3.76
0.76,0.78,0.76,0.72,0.72,3.76,3.76,3.68,3.76,3.76
0.76,0.68,0.76,0.74,0.78,3.76,3.76,3.76,3.76,3.76
0.8,0.76,0.78,0.76,0.74,3.76,3.68,3.76,3.76,3.76
0.78,0.76,0.74,0.76,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.76,0.76,3.76,3.76,3.76,3.68,3.76
0.76,0.78,0.78,0.76,0.76,3.68,3.76,3.76,3.76,3.68
0.76,0.76,0.76,0.8,0.76,3.76,3.68,3.76,3.84,3.76
0.78,0.76,0.78,0.76,0.78,3.68,3.68,3.76,3.76,3.76
0.76,0.78,0.76,0.76,0.78,3.76,3.68,3.68,3.76,3.76
0.78,0.78,0.76,0.76,0.76,3.76,3.68,3.76,3.84,3.84
0.8,0.8,0.78,0.76,0.76,3.76,3.68,3.68,3.76,3.76
0.8,0.76,0.78,0.76,0.74,3.76,3.76,3.76,3.76,3.76
0.76,0.78,0.76,0.76,0.78,3.76,3.68,3.76,3.76,3.68
0.8,0.78,0.82,0.76,0.78,3.76,3.76,3.68,3.76,3.76
0.8,0.78,0.78,0.78,0.76,3.76,3.68,3.76,3.76,3.76
0.78,0.78,0.78,0.78,0.76,3.68,3.68,3.84,3.76,3.68
0.76,0.76,0.78,0.78,0.76,3.76,3.68,3.68,3.68,3.76
0.82,0.78,0.78,0.78,0.78,3.76,3.68,3.76,3.68,3.68
0.78,0.76,0.78,0.74,0.74,3.68,3.68,3.68,3.68,3.76
0.8,0.76,0.76,0.8,0.78,3.76,3.68,3.76,3.76,3.76
0.78,0.78,0.78,0.76,0.78,3.76,3.68,3.76,3.76,3.76
0.78,0.78,0.78,0.82,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.76,0.78,0.78,3.76,3.76,3.76,3.68,3.76
0.8,0.8,0.76,0.76,0.76,3.68,3.68,3.76,3.76,3.68
0.76,0.78,0.78,0.76,0.76,3.76,3.76,3.76,3.76,3.68
0.74,0.78,0.74,0.72,0.74,3.76,3.76,3.76,3.84,3.84
0.76,0.68,0.76,0.76,0.76,3.84,3.76,3.76,3.84,3.76
0.76,0.76,0.76,0.72,0.76,3.76,3.68,3.76,3.76,3.76
0.78,0.78,0.76,0.76,0.78,3.76,3.76,3.76,3.76,3.84
0.76,0.76,0.76,0.76,0.76,3.76,3.76,3.68,3.76,3.76
0.78,0.76,0.78,0.78,0.76,3.68,3.76,3.68,3.76,3.76
0.78,0.76,0.78,0.76,0.78,3.68,3.76,3.76,3.76,3.76
0.76,0.76,0.72,0.78,0.74,3.68,3.76,3.76,3.68,3.76
0.78,0.76,0.78,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.76,0.8,0.78,3.68,3.76,3.68,3.76,3.76
0.8,0.78,0.78,0.76,0.76,3.68,3.68,3.76,3.76,3.76
0.76,0.78,0.74,0.76,0.76,3.76,3.68,3.76,3.76,3.76
0.78,0.78,0.76,0.78,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.76,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.78,0.76,0.76,0.78,3.68,3.76,3.68,3.68,3.76
0.78,0.78,0.76,0.78,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.78,0.76,0.74,0.76,3.76,3.68,3.68,3.68,3.76
0.8,0.78,0.78,0.76,0.78,3.76,3.68,3.76,3.76,3.68
0.8,0.78,0.76,0.78,0.72,3.76,3.76,3.68,3.68,3.76
0.8,0.78,0.76,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.8,0.8,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.8,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.76,0.76,0.78,3.76,3.68,3.76,3.76,3.76
0.8,0.78,0.78,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.76,0.8,3.76,3.68,3.68,3.76,3.76
0.76,0.76,0.72,0.66,0.76,3.76,3.76,3.84,3.76,3.76
0.7,0.72,0.76,0.72,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.74,0.74,0.76,0.76,3.76,3.76,3.76,3.76,3.76
0.76,0.78,0.78,0.76,0.76,3.76,3.76,3.76,3.76,3.68
0.78,0.76,0.78,0.78,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.74,0.8,0.78,0.78,3.76,3.68,3.76,3.76,3.76
0.76,0.78,0.76,0.78,0.76,3.68,3.84,3.76,3.84,3.76
0.78,0.76,0.78,0.76,0.76,3.76,3.76,3.68,3.76,3.76
0.78,0.78,0.78,0.78,0.78,3.68,3.76,3.76,3.76,3.76
0.78,0.76,0.8,0.76,0.76,3.76,3.68,3.76,3.76,3.68
0.8,0.76,0.76,0.76,0.78,3.76,3.68,3.76,3.76,3.68
0.8,0.78,0.78,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.8,0.78,3.76,3.68,3.76,3.76,3.76
0.78,0.8,0.78,0.76,0.78,3.76,3.76,3.76,3.76,3.68
0.76,0.76,0.76,0.78,0.78,3.68,3.76,3.68,3.76,3.76
0.78,0.78,0.76,0.76,0.76,3.76,3.68,3.76,3.76,3.76
0.8,0.78,0.8,0.78,0.78,3.76,3.68,3.76,3.84,3.68
0.8,0.74,0.76,0.76,0.78,3.76,3.68,3.76,3.68,3.76
0.8,0.78,0.76,0.78,0.78,3.76,3.68,3.76,3.76,3.76
0.8,0.76,0.8,0.74,0.78,3.68,3.76,3.76,3.76,3.68
0.8,0.76,0.78,0.74,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.8,0.78,3.76,3.76,3.76,3.76,3.68
0.78,0.82,0.78,0.76,0.78,3.76,3.76,3.76,3.68,3.76
0.78,0.8,0.78,0.78,0.76,3.76,3.76,3.76,3.84,3.76
0.78,0.8,0.8,0.76,0.76,3.76,3.76,3.68,3.68,3.76
0.76,0.78,0.76,0.7,0.74,3.76,3.84,3.76,3.76,3.84
0.76,0.7,0.76,0.74,0.78,3.84,3.76,3.76,3.68,3.76
0.8,0.76,0.76,0.74,0.78,3.68,3.76,3.76,3.76,3.76
0.78,0.76,0.76,0.76,0.78,3.76,3.76,3.76,3.76,3.76
0.8,0.76,0.76,0.76,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.76,0.78,3.68,3.68,3.76,3.76,3.76
0.78,0.78,0.78,0.76,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.8,0.76,0.76,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.8,0.8,0.76,3.76,3.76,3.68,3.76,3.68
0.8,0.76,0.78,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.76,0.74,3.68,3.76,3.68,3.76,3.76
0.78,0.76,0.78,0.76,0.78,3.68,3.76,3.76,3.76,3.76
0.78,0.76,0.8,0.76,0.76,3.76,3.76,3.76,3.76,3.68
0.78,0.78,0.8,0.78,0.78,3.68,3.68,3.68,3.76,3.84
0.8,0.78,0.78,0.74,0.76,3.76,3.76,3.68,3.76,3.84
0.76,0.78,0.78,0.78,0.78,3.76,3.76,3.76,3.68,3.68
0.8,0.76,0.78,0.76,0.78,3.76,3.76,3.76,3.76,3.76
0.8,0.78,0.78,0.78,0.78,3.76,3.76,3.76,3.68,3.76
0.76,0.76,0.78,0.78,0.76,3.76,3.68,3.76,3.76,3.68
0.76,0.8,0.8,0.78,0.78,3.76,3.68,3.76,3.76,3.76
0.82,0.78,0.78,0.76,0.78,3.68,3.68,3.84,3.76,3.76
0.8,0.76,0.76,0.78,0.78,3.76,3.68,3.76,3.76,3.76
0.8,0.78,0.78,0.78,0.78,3.76,3.76,3.68,3.68,3.76
0.78,0.78,0.82,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.76,0.78,0.8,0.76,0.78,3.76,3.76,3.76,3.84,3.76
0.76,0.78,0.76,0.72,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.7,0.76,0.76,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.76,0.78,0.76,3.76,3.76,3.84,3.76,3.76
0.76,0.78,0.78,0.78,0.72,3.76,3.76,3.76,3.76,3.76
0.8,0.76,0.8,0.76,0.78,3.76,3.68,3.68,3.76,3.68
0.76,0.76,0.76,0.76,0.76,3.76,3.76,3.68,3.76,3.76
0.78,0.74,0.76,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.76,0.78,0.76,0.76,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.76,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.76,0.78,3.76,3.68,3.76,3.76,3.68
0.76,0.8,0.76,0.78,0.78,3.76,3.68,3.76,3.76,3.76
0.78,0.78,0.76,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.8,0.76,0.74,0.76,0.78,3.68,3.68,3.76,3.76,3.76
0.8,0.78,0.78,0.76,0.78,3.68,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.76,0.78,3.76,3.76,3.76,3.76,3.76
0.76,0.78,0.8,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.8,0.78,0.78,3.76,3.76,3.68,3.76,3.84
0.78,0.78,0.78,0.78,0.78,3.68,3.76,3.76,3.76,3.76
0.8,0.78,0.72,0.76,0.8,3.76,3.68,3.76,3.76,3.76
0.78,0.76,0.78,0.78,0.78,3.68,3.76,3.76,3.76,3.76
0.8,0.78,0.8,0.78,0.76,3.76,3.76,3.76,3.68,3.76
0.78,0.76,0.76,0.78,0.76,3.76,3.68,3.76,3.76,3.76
0.8,0.76,0.78,0.76,0.76,3.76,3.68,3.76,3.68,3.76
0.78,0.76,0.8,0.76,0.78,3.76,3.76,3.68,3.68,3.68
0.78,0.78,0.78,0.78,0.78,3.76,3.68,3.76,3.76,3.76
0.76,0.76,0.74,0.68,0.74,3.76,3.76,3.76,3.84,3.76
0.8,0.7,0.76,0.74,0.74,3.76,3.76,3.76,3.84,3.76
0.8,0.74,0.78,0.76,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.74,0.76,0.76,0.76,3.76,3.76,3.76,3.76,3.84
0.74,0.76,0.76,0.78,0.76,3.76,3.76,3.68,3.68,3.76
0.76,0.76,0.76,0.78,0.76,3.76,3.68,3.76,3.76,3.76
0.8,0.78,0.76,0.76,0.78,3.76,3.68,3.68,3.76,3.76
0.8,0.78,0.78,0.76,0.78,3.68,3.76,3.76,3.76,3.76
0.78,0.76,0.76,0.76,0.76,3.68,3.76,3.76,3.76,3.68
0.8,0.78,0.76,0.76,0.78,3.76,3.76,3.76,3.76,3.84
0.78,0.78,0.76,0.72,0.78,3.76,3.76,3.68,3.76,3.68
0.78,0.78,0.76,0.76,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.8,0.72,3.68,3.76,3.76,3.76,3.76
0.8,0.78,0.78,0.76,0.72,3.76,3.76,3.76,3.84,3.76
0.78,0.78,0.8,0.78,0.8,3.76,3.76,3.76,3.68,3.76
0.8,0.78,0.78,0.76,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.78,0.76,3.68,3.76,3.76,3.76,3.76
0.8,0.78,0.76,0.78,0.78,3.68,3.76,3.76,3.76,3.76
0.8,0.78,0.8,0.78,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.78,0.78,0.78,0.78,3.76,3.68,3.68,3.68,3.76
0.78,0.8,0.78,0.76,0.78,3.68,3.68,3.76,3.76,3.76
0.82,0.76,0.76,0.76,0.78,3.68,3.68,3.76,3.76,3.76
0.78,0.8,0.78,0.78,0.78,3.68,3.76,3.76,3.68,3.68
0.78,0.78,0.78,0.8,0.76,3.68,3.76,3.68,3.68,3.76
0.74,0.76,0.78,0.76,0.78,3.68,3.76,3.76,3.68,3.76
0.76,0.8,0.76,0.7,0.76,3.76,3.76,3.76,3.84,3.84
0.76,0.72,0.76,0.76,0.76,3.76,3.76,3.68,3.76,3.76
0.76,0.76,0.78,0.76,0.72,3.76,3.76,3.76,3.76,3.76
0.76,0.76,0.76,0.76,0.76,3.68,3.68,3.84,3.76,3.76
0.76,0.76,0.76,0.78,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.78,0.8,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.76,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.78,0.76,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.8,0.76,0.78,0.76,0.74,3.68,3.76,3.76,3.76,3.76
0.76,0.78,0.8,0.78,0.76,3.68,3.76,3.76,3.68,3.76
0.78,0.78,0.76,0.78,0.78,3.68,3.76,3.76,3.76,3.76
0.78,0.8,0.76,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.78,0.76,0.78,0.8,3.68,3.76,3.76,3.76,3.68
0.78,0.78,0.76,0.78,0.72,3.76,3.76,3.76,3.76,3.68
0.8,0.78,0.78,0.76,0.76,3.76,3.68,3.76,3.76,3.68
0.78,0.76,0.78,0.76,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.78,0.74,3.68,3.76,3.76,3.76,3.76
0.78,0.8,0.78,0.78,0.76,3.76,3.68,3.76,3.84,3.76
0.8,0.76,0.78,0.76,0.78,3.76,3.68,3.76,3.68,3.76
0.8,0.76,0.78,0.76,0.76,3.76,3.68,3.68,3.76,3.76
0.76,0.8,0.76,0.78,0.76,3.68,3.68,3.76,3.68,3.68
0.82,0.78,0.76,0.78,0.72,3.68,3.68,3.76,3.76,3.76
0.8,0.78,0.78,0.78,0.78,3.68,3.76,3.68,3.68,3.76
0.8,0.76,0.78,0.76,0.76,3.76,3.76,3.76,3.68,3.76
0.76,0.76,0.76,0.7,0.74,3.76,3.76,3.76,3.84,3.84
0.72,0.72,0.78,0.76,0.74,3.76,3.76,3.76,3.76,3.76
0.78,0.74,0.76,0.74,0.76,3.76,3.76,3.76,3.68,3.76
0.78,0.74,0.76,0.78,0.78,3.76,3.68,3.76,3.68,3.76
0.78,0.78,0.76,0.76,0.78,3.68,3.76,3.76,3.76,3.76
0.78,0.76,0.76,0.78,0.76,3.68,3.76,3.68,3.68,3.76
0.78,0.8,0.78,0.76,0.78,3.76,3.84,3.68,3.76,3.76
0.78,0.76,0.76,0.78,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.76,0.78,0.76,3.76,3.76,3.68,3.68,3.76
0.78,0.76,0.82,0.76,0.76,3.76,3.68,3.76,3.76,3.76
0.8,0.8,0.78,0.76,0.78,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.78,0.78,0.78,3.84,3.68,3.76,3.68,3.76
0.8,0.74,0.78,0.76,0.78,3.76,3.76,3.76,3.76,3.84
0.78,0.78,0.76,0.78,0.74,3.68,3.68,3.76,3.76,3.76
0.78,0.8,0.78,0.78,0.76,3.76,3.76,3.76,3.76,3.76
0.8,0.78,0.76,0.78,0.76,3.68,3.76,3.76,3.76,3.76
0.78,0.78,0.76,0.76,0.76,3.76,3.76,3.68,3.76,3.76
0.72,0.74,0.78,0.8,0.76,3.76,3.76,3.76,3.76,3.76
0.78,0.76,0.8,0.78,0.78,3.68,3.76,3.76,3.76,3.76
