Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
0.264,0.268,0.264,0.268,0.268,4.4,4.4,4.48,4.4,4.4
0.268,0.268,0.272,0.268,0.268,4.32,4.4,4.4,4.4,4.4
0.264,0.272,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.276,0.272,0.272,4.32,4.4,4.4,4.4,4.4
0.276,0.276,0.276,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.264,0.276,0.268,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.268,4.4,4.4,4.32,4.4,4.4
0.272,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.276,4.32,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.32,4.4,4.4
0.276,0.268,0.268,0.272,0.272,4.4,4.4,4.32,4.4,4.4
0.272,0.272,0.268,0.276,0.272,4.4,4.4,4.4,4.32,4.4
0.272,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.28,0.272,0.272,4.4,4.4,4.4,4.32,4.4
0.276,0.272,0.272,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.28,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.268,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.284,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.256,0.248,0.26,0.268,0.272,4.4,4.4,4.4,4.32,4.4
0.268,0.268,0.26,0.252,0.26,4.4,4.4,4.4,4.4,4.4
0.268,0.264,0.268,0.268,0.264,4.4,4.32,4.4,4.4,4.4
0.268,0.28,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.264,0.272,0.272,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.26,0.272,0.268,4.4,4.4,4.4,4.4,4.32
0.28,0.272,0.268,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.264,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.268,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.28,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.32
0.268,0.272,0.276,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.252,0.272,0.264,0.268,0.276,4.4,4.32,4.4,4.32,4.4
0.272,0.272,0.272,0.272,0.276,4.32,4.4,4.4,4.4,4.4
0.256,0.268,0.276,0.272,0.28,4.4,4.4,4.4,4.4,4.4
0.272,0.264,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.264,0.268,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.272,0.26,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.272,0.276,0.272,4.32,4.4,4.4,4.4,4.4
0.272,0.272,0.256,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.256,0.28,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.272,0.276,0.276,4.4,4.4,4.4,4.4,4.32
0.276,0.276,0.276,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.268,0.28,0.268,0.272,4.4,4.4,4.32,4.48,4.4
0.256,0.264,0.256,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.276,0.256,0.256,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.272,0.272,0.264,4.4,4.4,4.32,4.4,4.4
0.272,0.264,0.264,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.264,0.272,0.268,4.4,4.4,4.4,4.4,4.32
0.276,0.268,0.268,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.276,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.276,0.272,4.4,4.4,4.32,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.32,4.4,4.4
0.272,0.276,0.276,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.276,4.32,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.32
0.272,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.28,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.28,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.268,0.272,0.272,4.4,4.4,4.4,4.32,4.4
0.272,0.272,0.276,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.26,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.276,0.272,4.4,4.32,4.4,4.4,4.4
0.276,0.272,0.276,0.276,0.26,4.4,4.4,4.4,4.4,4.4
0.276,0.264,0.264,0.276,0.264,4.4,4.4,4.4,4.4,4.4
0.28,0.272,0.272,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.28,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.32,4.4
0.26,0.264,0.252,0.272,0.28,4.4,4.4,4.4,4.4,4.48
0.264,0.268,0.252,0.268,0.264,4.4,4.4,4.4,4.4,4.4
0.26,0.264,0.268,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.268,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.26,0.276,0.268,0.268,0.272,4.4,4.48,4.4,4.4,4.4
0.272,0.272,0.272,0.264,0.272,4.4,4.4,4.4,4.32,4.4
0.268,0.272,0.268,0.26,0.272,4.32,4.4,4.4,4.4,4.32
0.276,0.272,0.272,0.28,0.272,4.4,4.32,4.4,4.4,4.4
0.276,0.268,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.28,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.28,0.272,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.284,0.272,0.268,0.272,0.272,4.4,4.4,4.4,4.32,4.4
0.268,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.264,0.272,4.32,4.4,4.32,4.4,4.4
0.272,0.276,0.276,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.28,0.276,0.276,0.26,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.276,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.268,0.28,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.26,0.272,0.272,4.4,4.4,4.32,4.4,4.4
0.276,0.272,0.272,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.264,0.268,0.264,0.268,0.272,4.4,4.4,4.48,4.4,4.4
0.268,0.268,0.268,0.268,0.264,4.4,4.4,4.4,4.4,4.4
0.28,0.272,0.268,0.264,0.28,4.4,4.32,4.4,4.4,4.4
0.272,0.264,0.28,0.272,0.268,4.4,4.48,4.4,4.4,4.4
0.268,0.256,0.268,0.26,0.268,4.4,4.4,4.4,4.4,4.32
0.276,0.264,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.264,0.272,0.268,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.264,0.272,0.272,0.268,4.4,4.4,4.32,4.4,4.4
0.268,0.272,0.268,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.272,4.32,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.48,4.4
0.272,0.272,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.276,0.26,4.32,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.272,4.4,4.32,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.276,4.4,4.4,4.32,4.4,4.4
0.272,0.268,0.276,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.268,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.272,0.268,4.32,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.276,0.272,0.272,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.28,0.264,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.28,0.276,0.272,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.268,4.4,4.4,4.4,4.4,4.4
0.24,0.256,0.24,0.268,0.256,4.4,4.4,4.4,4.4,4.4
0.264,0.268,0.26,0.248,0.268,4.4,4.4,4.4,4.4,4.4
0.264,0.268,0.268,0.268,0.264,4.4,4.4,4.4,4.32,4.4
0.264,0.268,0.268,0.264,0.272,4.4,4.4,4.4,4.4,4.4
0.264,0.252,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.28,0.272,0.272,0.276,4.4,4.32,4.4,4.4,4.4
0.272,0.276,0.272,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.268,0.272,4.4,4.4,4.32,4.4,4.4
0.276,0.272,0.28,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.268,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.26,0.276,0.272,0.276,4.4,4.4,4.32,4.4,4.4
0.276,0.268,0.276,0.276,0.284,4.4,4.4,4.4,4.4,4.4
0.272,0.264,0.264,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.256,0.272,4.32,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.264,0.28,0.272,0.272,4.4,4.4,4.4,4.4,4.32
0.272,0.276,0.268,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.28,0.272,0.276,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.268,0.272,0.276,0.276,4.4,4.4,4.4,4.32,4.4
0.276,0.252,0.276,0.272,0.272,4.4,4.4,4.4,4.32,4.4
0.26,0.268,0.252,0.272,0.26,4.4,4.4,4.4,4.4,4.4
0.264,0.26,0.264,0.26,0.268,4.4,4.4,4.4,4.4,4.48
0.268,0.268,0.268,0.268,0.26,4.32,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.268,0.264,0.264,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.276,0.272,0.268,0.268,4.32,4.4,4.4,4.4,4.4
0.272,0.272,0.268,0.272,0.276,4.32,4.4,4.4,4.4,4.4
0.272,0.272,0.268,0.272,0.276,4.4,4.4,4.4,4.32,4.4
0.272,0.272,0.272,0.272,0.264,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.268,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.264,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.256,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.264,0.272,0.276,0.276,4.4,4.32,4.4,4.4,4.4
0.268,0.28,0.276,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.272,0.268,0.272,0.276,0.26,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.28,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.276,4.4,4.4,4.32,4.4,4.4
0.276,0.272,0.272,0.272,0.268,4.32,4.4,4.4,4.4,4.4
0.272,0.26,0.272,0.28,0.272,4.32,4.4,4.4,4.4,4.4
0.264,0.264,0.264,0.276,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.264,0.264,0.264,4.4,4.4,4.4,4.4,4.4
0.264,0.272,0.268,0.264,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.268,0.268,0.272,4.4,4.4,4.4,4.4,4.32
0.268,0.272,0.268,0.272,0.272,4.4,4.4,4.4,4.4,4.48
0.28,0.272,0.276,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.276,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.32,4.32,4.4,4.4,4.4
0.272,0.28800000000000003,0.276,0.276,0.272,4.4,4.4,4.4,4.4,4.32
0.272,0.272,0.272,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.268,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.268,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.276,0.272,4.4,4.4,4.32,4.4,4.4
0.272,0.272,0.272,0.276,0.264,4.4,4.4,4.4,4.4,4.4
0.264,0.276,0.276,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.28,0.268,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.264,4.32,4.4,4.4,4.4,4.4
0.272,0.264,0.276,0.272,0.28,4.4,4.4,4.4,4.4,4.4
0.256,0.268,0.272,0.28,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.268,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.272,0.276,0.28,4.4,4.32,4.4,4.4,4.4
0.276,0.272,0.268,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.264,0.276,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.26,0.272,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.26,0.272,0.264,0.272,0.26,4.4,4.4,4.4,4.32,4.4
0.276,0.26,0.264,0.26,0.268,4.4,4.4,4.4,4.32,4.4
0.268,0.272,0.268,0.264,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.276,0.268,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.268,0.276,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.268,0.272,0.28,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.28,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.276,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.272,0.28,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.272,0.272,0.272,4.32,4.4,4.4,4.4,4.4
0.28,0.272,0.272,0.272,0.272,4.32,4.4,4.4,4.4,4.4
0.272,0.268,0.276,0.28,0.272,4.4,4.4,4.4,4.4,4.32
0.272,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.32
0.272,0.26,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.272,0.276,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.276,0.276,4.4,4.4,4.48,4.4,4.4
0.268,0.28,0.276,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.264,0.264,0.272,0.272,4.4,4.4,4.4,4.32,4.32
0.264,0.272,0.26,0.276,0.248,4.4,4.32,4.4,4.4,4.32
0.268,0.264,0.268,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.272,0.264,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.256,0.264,0.272,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.28,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.264,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.268,0.268,0.268,4.32,4.4,4.4,4.4,4.4
0.276,0.272,0.268,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.264,0.268,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.264,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.28,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.28,0.276,0.272,4.4,4.4,4.4,4.4,4.32
0.276,0.272,0.276,0.264,0.268,4.4,4.4,4.48,4.4,4.4
0.272,0.272,0.264,0.276,0.272,4.32,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.276,0.268,0.28,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
