tiempo,voltaje
2.04,4.0
2.06,3.8
2.08,3.8
2.1,3.8
2.12,3.8
2.14,3.6
2.16,3.6
2.18,3.6
2.2,3.6
2.22,3.6
2.24,3.6
2.26,3.6
2.28,3.6
2.3,3.6
2.32,3.6
2.34,3.6
2.36,3.6
2.38,3.6
2.4,3.6
2.42,3.6
2.44,3.6
2.46,3.6
2.48,3.6
2.5,3.6
2.52,3.4
2.54,-4.0
2.56,-3.6
2.58,-3.4
2.6,-3.4
2.62,-3.6
2.64,-3.4
2.66,-3.4
2.68,-3.4
2.7,-3.4
2.72,-3.4
2.74,-3.4
2.76,-3.4
2.78,-3.4
2.8,-3.2
2.82,-3.4
2.84,-3.2
2.86,-3.2
2.88,-3.4
2.9,-3.2
2.92,-3.2
2.94,-3.2
2.96,-3.2
2.98,-3.2
3.0,-3.2
3.02,-3.2
3.04,4.0
3.06,3.8
3.08,3.8
3.1,3.8
3.12,3.6
3.14,3.6
3.16,3.6
3.18,3.6
3.2,3.6
3.22,3.6
3.24,3.6
3.26,3.6
3.28,3.6
3.3,3.6
3.32,3.6
3.34,3.6
3.36,3.6
3.38,3.6
3.4,3.6
3.42,3.6
3.44,3.6
3.46,3.4
3.48,3.4
3.5,3.4
3.52,3.6
3.54,-3.8
3.56,-3.6
3.58,-3.6
3.6,-3.6
3.62,-3.4
3.64,-3.4
3.66,-3.6
3.68,-3.4
3.7,-3.4
3.72,-3.4
3.74,-3.4
3.76,-3.4
3.78,-3.4
3.8,-3.4
3.82,-3.2
3.84,-3.2
3.86,-3.4
3.88,-3.4
3.9,-3.2
3.92,-3.2
3.94,-3.4
3.96,-3.2
3.98,-3.2
4.0,-3.2
4.02,-3.2
4.04,4.0
4.06,3.8
4.08,3.8
4.1,3.6
4.12,3.6
4.14,3.6
4.16,3.6
4.18,3.6
4.2,3.6
4.22,3.6
4.24,3.6
4.26,3.6
4.28,3.6
4.3,3.6
4.32,3.6
4.34,3.6
4.36,3.6
4.38,3.6
4.4,3.6
4.42,3.6
4.44,3.4
4.46,3.4
4.48,3.6
4.5,3.6
4.52,3.6
4.54,-3.6
4.56,-3.6
4.58,-3.6
4.6,-3.6
4.62,-3.4
4.64,-3.4
4.66,-3.4
4.68,-3.4
4.7,-3.4
4.72,-3.4
4.74,-3.4
4.76,-3.4
4.78,-3.2
4.8,-3.4
4.82,-3.2
4.84,-3.2
4.86,-3.4
4.88,-3.4
4.9,-3.4
4.92,-3.2
4.94,-3.2
4.96,-3.2
4.98,-3.4
5.0,-3.4
5.02,-3.2
5.04,4.0
5.06,3.8
5.08,3.8
5.1,3.6
5.12,3.6
5.14,3.6
5.16,3.6
5.18,3.6
5.2,3.6
5.22,3.6
5.24,3.6
5.26,3.6
5.28,3.6
5.3,3.6
5.32,3.6
5.34,3.6
5.36,3.6
5.38,3.6
5.4,3.6
5.42,3.6
5.44,3.4
5.46,3.6
5.48,3.6
5.5,3.4
5.52,3.6
5.54,-3.6
5.56,-3.6
5.58,-3.6
5.6,-3.6
5.62,-3.4
5.64,-3.6
5.66,-3.4
5.68,-3.4
5.7,-3.4
5.72,-3.4
5.74,-3.4
5.76,-3.4
5.78,-3.2
5.8,-3.2
5.82,-3.4
5.84,-3.4
5.86,-3.4
5.88,-3.2
5.9,-3.4
5.92,-3.2
5.94,-3.2
5.96,-3.2
5.98,-3.2
6.0,-3.2
6.02,-3.2
6.04,4.0
6.06,3.8
6.08,3.8
6.1,3.8
6.12,3.6
6.14,3.6
6.16,3.6
6.18,3.6
6.2,3.6
6.22,3.6
6.24,3.6
6.26,3.6
6.28,3.6
6.3,3.6
6.32,3.6
6.34,3.6
6.36,3.6
6.38,3.6
6.4,3.6
6.42,3.6
6.44,3.6
6.46,3.6
6.48,3.6
6.5,3.4
6.52,3.4
6.54,-3.6
6.56,-3.6
6.58,-3.6
6.6,-3.4
6.62,-3.4
6.64,-3.4
6.66,-3.4
6.68,-3.4
6.7,-3.4
6.72,-3.4
6.74,-3.4
6.76,-3.4
6.78,-3.2
6.8,-3.4
6.82,-3.2
6.84,-3.4
6.86,-3.2
6.88,-3.4
6.9,-3.4
6.92,-3.2
6.94,-3.2
6.96,-3.2
6.98,-3.2
7.0,-3.2
7.02,-3.2
7.04,3.8
7.06,3.8
7.08,3.6
7.1,3.6
7.12,3.6
7.14,3.6
7.16,3.6
7.18,3.6
7.2,3.6
7.22,3.6
7.24,3.6
7.26,3.6
7.28,3.6
7.3,3.6
7.32,3.6
7.34,3.6
7.36,3.6
7.38,3.6
7.4,3.6
7.42,3.6
7.44,3.6
7.46,3.6
7.48,3.4
7.5,3.4
7.52,3.4
7.54,-3.6
7.56,-3.6
7.58,-3.6
7.6,-3.6
7.62,-3.4
7.64,-3.4
7.66,-3.4
7.68,-3.4
7.7,-3.4
7.72,-3.4
7.74,-3.4
7.76,-3.4
7.78,-3.2
7.8,-3.2
7.82,-3.2
7.84,-3.2
7.86,-3.2
7.88,-3.4
7.9,-3.4
7.92,-3.2
7.94,-3.2
7.96,-3.2
7.98,-3.2
8.0,-3.2
8.02,-3.4
8.04,3.8
8.06,3.8
8.08,3.8
8.1,3.6
8.12,3.6
8.14,3.6
8.16,3.6
8.18,3.6
8.2,3.6
8.22,3.6
8.24,3.6
8.26,3.6
8.28,3.6
8.3,3.6
8.32,3.6
8.34,3.6
8.36,3.6
8.38,3.6
8.4,3.6
8.42,3.6
8.44,3.6
8.46,3.6
8.48,3.6
8.5,3.4
8.52,-4.6
8.54,-3.8
8.56,-3.6
8.58,-3.6
8.6,-3.4
8.62,-3.4
8.64,-3.4
8.66,-3.4
8.68,-3.4
8.7,-3.4
8.72,-3.4
8.74,-3.4
8.76,-3.2
8.78,-3.4
8.8,-3.4
8.82,-3.4
8.84,-3.4
8.86,-3.4
8.88,-3.2
8.9,-3.4
8.92,-3.2
8.94,-3.2
8.96,-3.4
8.98,-3.2
9.0,-3.2
9.02,4.2
9.04,3.8
9.06,3.8
9.08,3.6
9.1,3.6
9.12,3.8
9.14,3.6
9.16,3.6
9.18,3.6
9.2,3.6
9.22,3.6
9.24,3.6
9.26,3.6
9.28,3.6
9.3,3.6
9.32,3.6
9.34,3.6
9.36,3.6
9.38,3.6
9.4,3.6
9.42,3.6
9.44,3.6
9.46,3.4
9.48,3.6
9.5,3.4
9.52,-3.8
9.54,-3.6
9.56,-3.6
9.58,-3.4
9.6,-3.6
9.62,-3.4
9.64,-3.4
9.66,-3.4
9.68,-3.4
9.7,-3.4
9.72,-3.4
9.74,-3.4
9.76,-3.2
9.78,-3.2
9.8,-3.4
9.82,-3.2
9.84,-3.2
9.86,-3.2
9.88,-3.2
9.9,-3.2
9.92,-3.4
9.94,-3.4
9.96,-3.2
9.98,-3.2
10.0,-3.2
10.02,4.0
10.04,4.0
10.06,3.8
10.08,3.6
10.1,3.8
10.12,3.6
10.14,3.6
10.16,3.6
10.18,3.6
10.2,3.6
10.22,3.6
10.24,3.6
10.26,3.6
10.28,3.6
10.3,3.6
10.32,3.6
10.34,3.6
10.36,3.6
10.38,3.6
10.4,3.6
10.42,3.6
10.44,3.6
10.46,3.4
10.48,3.6
10.5,3.6
10.52,-3.8
10.54,-3.6
10.56,-3.6
10.58,-3.4
10.6,-3.4
